,Date,User,Tweet
94,2022-07-01 02:26:54+00:00,AbinayaShanth,"Inflation hits record high in June 

#lka #SriLanka #Inflation #CommodityPriceHike #SriLankaEconomicCrisis #SriLankaCrisis"
95,2022-07-01 02:13:02+00:00,svyoges,"The people of srilankan protest demanding @GotabayaR to resign which is people's Will - But this ECHO sounds are not heard/accepted by this military man. 
 
This is what happens in dictatorship &amp; authoritarian regime.  

#GoHomeGota2022 #SriLankaCrisis @Menitweet"
96,2022-06-30 22:59:10+00:00,GoRajapaksha,"Is he gone yet? Or Saint doesn’t has petrol for his car to come and pick him up yet?

@GotabayaR @RajapaksaNamal @basilrajapaksa @GotaGoHome2022 #GoHomeGota #GoHomeRajapaksha #gobbaputha #corruption"
97,2022-06-30 20:52:18+00:00,ReadWithHafsa,"So depressed we can't go out with ease. No fuel, scarce taxis and expensive fares have locked us in our homes. Feeling stuck and depressed over the decreasing quality of our life. So mentally drained. #SriLankaCrisis"
98,2022-06-30 20:21:07+00:00,ballxball786,"When the leader of the LTTE died, there were celebrations on the streets. When the 'so called' man who is responsible for his end dies the vibe is that there will be similar celebrations 🍾

How the tables turn. 

#FuelCrisisLK #SriLankaCrisis #SriLankaEconomicCrisis"
99,2022-06-30 18:59:54+00:00,Champakali02,"#SriLankaCrisis Indian Oil Lanka to supply fuel to the govt as the pumps run dry. Why ? What are we getting in return ? If they could sell/lease parts of their country to China for money, why should we not enforce the same conditions ? Take land in return for loans/aid."
100,2022-06-30 18:52:43+00:00,thushan_silva,"Apple Music raised subscription price by 50 cents and I'm over here like what? that's a damn kilo of rice 🥲🥲
#CrisisLK 
#GoHomeGota2022 
#GoHomeRajapaksas"
101,2022-06-30 18:31:05+00:00,finityfund,"#Litro Gas Chairman Muditha Peiris has signed an agreement with the @WorldBank, guaranteeing a continuous supply of liquefied petroleum (LP) gas to #SriLanka for a period of four months. #SriLankaEconomicCrisis"
102,2022-06-30 18:30:39+00:00,TrendingLK,"Yesterday hot topics:
#SriLanka (17.38%)
#lka (11.45%)
#SLnews (4.87%)
#news (2.7%)
#adaderanasinhala (2.64%)
#Political (2.64%)
#adaderana (2.05%)
#FuelCrisisLK (1.93%)
#businessnews (1.82%)
#Economics (1.82%)"
103,2022-06-30 18:29:58+00:00,LionelGunatille,"A month ago, with reluctance, maj of the country would have accepted @sajithpremadasa or @anuradisanayake as Pres or PM. @HarshadeSilvaMP with enthusiasm and hope. Since they tactfully avoided #SriLankaCrisis, they have only criticise anything and everything and spread 
 Gloom."
104,2022-06-30 17:55:55+00:00,finityfund,"#SriLanka’s Ministry of Justice has appointed a team of officials to deal with the lawsuit filed by the Hamilton Reserve Bank Ltd. against the country demanding full payment of principal and interest on bond debt payments.

#SriLankaEconomicCrisis"
105,2022-06-30 17:42:38+00:00,arethusacader,#SriLankaProtests #SriLankaEconomicCrisis The people are looking for the light at the end of the tunnel. Where are the Maha Nayakes who are supposed to protect the welfare of the people? The MN must insist a change in government.Please..!
106,2022-06-30 17:24:35+00:00,rimzanz,What will happen to minority of #SriLankans if there is no #SriLankaEconomicCrisis will be the same?
107,2022-06-30 17:04:08+00:00,panduladissny,"The tolerance limit has been exceeded. Politicians, this will be your end.
#GoHomeGota #GoHomeRajapakshas 
#Gohome225 #GiveUsOurCountry"
108,2022-06-30 16:58:31+00:00,Thikkajan,"SriLanka Sin-bud chauvinist government instructed Northern Petroleum corporation that all fuel should supply only to Army,Navy,Airforce,Police &amp; Port authority. F**ck.

In North, half of the population is military. #SriLankaEconomicCrisis #SriLankaCrisis #GoHomeGota"
109,2022-06-30 16:57:44+00:00,laksirisamitha,"You will never understand the helplessness of people until you are in a queue for days…
#lka #SriLankaEconomicCrisis #SriLankaCrisis #GoHomeGota"
110,2022-06-30 16:23:03+00:00,shan0094,If 40 Billion dollars is given will @GotabayaR allow to form a different state combining North and East which will function independently? What are your thoughts at the present circumstances? #SriLankaEconomicCrisis #GoHomeGota2022 #Diaspora
111,2022-06-30 16:21:21+00:00,NireshEliatamby,Absolutely incredible! Has Gota’s govt got even one decision correct? Hundreds of ‘blunders’ one after the other over two &amp; a half years. And they’re not done yet. More everyday. @619Sniper619Bot @LankaBot @SLRTBot #EconomicCrisisLK #GoHomeGota #GotaGoHome2022 #GoHomeRajapaksas
112,2022-06-30 16:11:10+00:00,SriLanka_lka,"🚨 LP Gas Update: Litro

✅️ Litro gas has secured a Gas deal with @WorldBank funding, 100,000 MTs.

✅️ This will be roughly enough to fill all 7 million cylinders in the country. Enough for 4 month.

✅️ Distribution will start 1st week of July.

#SriLankaCrisis #SriLanka"
113,2022-06-30 16:04:52+00:00,sadeepasilva,"It won't be long before the majority of 🇱🇰 will understand the consequences of over bolstering the armed forces of this country. They deserve certain respect and honour, but we've far exceeded them. And history may repeat itself soon #GoHomeGota2022 #FuelCrisisLK #lka #PowerCutLK"
114,2022-06-30 15:58:39+00:00,laksirisamitha,"Dawn to dusk, dusk to dawn staying in the queue 😊 
#SriLanka #SriLankaEconomicCrisis"
